id,title,poster,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime,rating_float,rating_float_scaled,users_rating_scaled,votes_scaled,runtime_scaled,genre_Action_scaled,genre_Adventure_scaled,genre_Animation_scaled,genre_Biography_scaled,genre_Comedy_scaled,genre_Crime_scaled,genre_Drama_scaled,genre_History_scaled,genre_Horror_scaled,genre_Romance_scaled,genre_Thriller_scaled,languages_Dutch_scaled,languages_English_scaled,languages_Indonesian_scaled,languages_Minangkabau_scaled,trailer_url
158,"R: Raja, Ratu, & Rahasia",https://m.media-amazon.com/images/M/MV5BOWRjODVmNWYtNDJiNS00ZDEwLTgxMjAtNTBhNjdiNDAzMmE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Ratu (Aurora Ribero) joins a club called Komplotan Rahasia (Secret Order) in order to bring joy to herself because her parents are dead. Then there's Raja (Brandon Salim) who loves Ratu. But Raja has a secret.,Drama,13+,7.2,45,Indonesian,Findo Purwono,"['Brandon Salim', 'Aurora Ribero', 'Ira Wibowo', 'Dimas Beck', 'Sheila Dara Aisha', 'Jeff Smith', 'Teuku Ryzki', 'Ardit Erwandha', 'Zulfa Maharani', 'Debo Andryos', 'Mufida Omar Nahdi', 'Bella Graceva', 'Thomi Baraqbah', 'Marcellino Lafrand', 'Asri Welas']",98,13,-0.064632138,0.598806682,-0.119577783,-0.074869471,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
159,Rasuk,https://m.media-amazon.com/images/M/MV5BZTZjMzUxNTItMWJlNi00ZjgzLTgwMWQtZjdkNTNhN2MxNjFlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"During a vacation at a villa with her three friends, a resentful woman plunges deep into the depths of hate when dark forces try to overtake her life.",Horror,17+,5.4,69,Indonesian,Ubay Fox,"['Shandy Aulia', 'Miller Khan', 'Denira Wiraguna', 'Gabriella Desta', 'Josephine Firmstone', 'Baron Hermanto', 'Abhie Canser', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan]",90,17,0.741014979,-0.740388234,-0.117804104,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
160,Reuni Z,https://m.media-amazon.com/images/M/MV5BMTIwN2Y0YzEtMGNjZC00NzA0LTkxZTctNGJkN2IwYmZiYzY5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"After 20 years graduated from high school, students of Zenith having a reunion. Zombie outbreak started in the reunion, infected most of the group. The survivors needs to find a way out to escape from zombies that surrounding the school.",Comedy,17+,5,67,Indonesian,Soleh Solihun,"['Soleh Solihun', 'Tora Sudiro', 'Dinda Kanyadewi', 'Ayushita', 'Cassandra Lee', 'Surya Saputra', 'Verdi Solaiman', 'Gabriella Lasdauskas', 'Beby Tsabina', 'Dian Nitami', 'Anjasmara', 'Ence Bagus', 'Sogi Indra Dhuaja', 'Fanny Fabriana', 'Denny Gitong']",98,17,0.741014979,-1.037987105,-0.11795191,-0.074869471,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
161,Revan & Reina,https://m.media-amazon.com/images/M/MV5BZTFhNjdiMzEtYWQ4MS00YmRjLTgyY2YtYjExOGZjZTliNDIxXkEyXkFqcGc@._V1_QL75_UX130.5_.jpg,2018,"Revan has been friends with Reina since childhood. Now, romance sparks between them. But, Revan knows that Reina is still thinking about another guy, Fabian. After three years, Fabian is back into Reinas life.",Drama,13+,8.4,32,Indonesian,Andreas Sullivan,"['Angela Gilsha', 'Bryan Domani', 'Irsyadillah', 'Ajun Perwira', 'Meisya Amira', 'Rani Ramadhany', 'Wilson Tirta', 'Fachri Muhammad', 'Kevin Ardilova', 'Lavicky Nicholas', 'Muhammad Ilham', 'Kevin Bzezovski', 'Bulan Sofya', 'Keke Harun', 'Roweina Umboh']",98,13,-0.064632138,1.491603293,-0.120538526,-0.074869471,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
162,Rompis,https://m.media-amazon.com/images/M/MV5BMzBjYzM5ZGMtOGEyZS00ZGM5LWJkNzgtMTUyZDUxZDlhNDBjXkEyXkFqcGc@._V1_QL75_UX124.5_.jpg,2018,"After graduating from high school, Roman (Arbani Yasiz) continued his studies in the Netherlands and forced to distance himself from Wulan (Adinda Azani). The romance between them starts to change when other girls appear in Roman's life.",Drama,13+,7.9,185,Indonesian,Monty Tiwa,"['Arbani Yasiz', 'Adinda Azani', 'Umay Shahab', 'Beby Tsabina', 'Yasmin Karssing', 'Aldy Rialdy', 'Richard Ivander', 'Shenina Cinnamon', 'Rahmet Ababil', 'Adjis Doaibu', 'Gito Gilas', 'Amaranggana', 'Danu Rendra', 'Wouter Oosterwijk', 'Zicarlo van Aalderen']",99,13,-0.064632138,1.119604705,-0.109231318,-0.00638818,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
163,Sabrina,https://m.media-amazon.com/images/M/MV5BMDFiZDhiZDAtNDdkZC00ZjIxLTg2MGMtMTZmYmYxNzZjN2ZkXkEyXkFqcGc@._V1_QL75_UX298.5_.jpg,2018,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,Horror,17+,4.2,1397,Indonesian,Rocky Soraya,"['Luna Maya', 'Christian Sugiono', 'Sara Wijayanto', 'Jeremy Thomas', 'Rizky Hanggono', 'Richelle Georgette Skornicki', 'Asri Handayani', 'Demian Aditya', 'Sahil Shah', 'Imelda', 'Habibie Alatas', 'Adlu Fahrezi', 'Vidya Ully', 'Felix William Smitts', 'Yasmine Mahya']",113,17,0.741014979,-1.633184846,-0.01966049,0.952349897,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
164,Sakral,https://m.media-amazon.com/images/M/MV5BMjg4Njg0ODctMGY0My00MDc2LWI3ZTUtMmFhNzI5MTA1ODMyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Melina (Olla Ramlan) loses one of her twin children. Her surviving child, Flora (Makayla Rose), grows into a moody and mysterious child. When Flora turns five years old, Melina's family got...",Horror,17+,6.8,39,Indonesian,Tema Patrosza,"['Olla Ramlan', 'Teuku Zacky Azwar', 'Makayla Rose Hilli', 'Erika Carlina', 'Raquel Katie Larkin', 'Ninok Wiryono', nan, nan, nan, nan, nan, nan, nan, nan, nan]",90,17,0.741014979,0.301207812,-0.120021203,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
165,Serendipity,https://m.media-amazon.com/images/M/MV5BMTRmNzY5YjQtZTQ1My00YTViLThjZjMtZGRhOTAxNTk1YWU0XkEyXkFqcGc@._V1_QL75_UX124.5_.jpg,2018,"Rani's life changed drastically after her father passed away, leaving a big sum of debt. She made the hardest decision in her life to become a lady escort. Arkan, her boyfriend, broke their...",Drama,13+,8.5,65,Indonesian,Indra Gunawan,"['Maxime Bouttier', 'Mawar Eva de Jongh', 'Kenny Austin', 'Nadira Octova', 'Naomi Paulinda', 'Gunawan Sudrajat', 'Dian Nitami', 'Marissa Nasution', 'August Melasz', 'Ridwan Kamil', nan, nan, nan, nan, nan]",107,13,-0.064632138,1.566003011,-0.118099717,0.54146215,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
166,Sesat: Yang Sudah Pergi Jangan Dipanggil Lagi,https://m.media-amazon.com/images/M/MV5BZTgxNjQ4NTMtMmYyNy00ZTU0LThhYzUtZDkyMDg1YmU4NmJhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"After Amara's father died, Amara went to a wishing well and wish that she can talk to her father one last time. But everything went wrong.",Horror,17+,6.5,52,Indonesian,Sammaria Simanjuntak,"['Laura Theux', 'Rebecca Klopper', 'Vonny Cornellya', 'Endy Arfian', 'Arswendi Nasution', 'Jajang C. Noer', 'Valerie Tifanka', 'Willem Bivers', 'Davis Kuen', 'Kiki Narendra', nan, nan, nan, nan, nan]",90,17,0.741014979,0.078008659,-0.11906046,-0.622719801,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
167,Sesuai Aplikasi,https://m.media-amazon.com/images/M/MV5BZmMzZWY0YjktNDA3MS00NmUyLWJkZmQtMjNhMTZmYTBkODg0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Two online motorcycle taxi drivers, Pras and Duras have their own dependents. When the pair of thieves Sakti and Sandra were targeting the diamond belonging to Ci Asiu carried by the dangdut diva Sofiyah.",Comedy,17+,6.6,49,Indonesian,Adink Liwutang,"['Valentino Peter', 'Lolox', 'Ernest Prakasa', 'Titi Kamal', 'Dayu Wijanto', 'Meisya Amira', 'Yusril Fahriza', 'Fico Fachriza', 'Kamasean Matthews', 'Taskya Namya', 'Arief Didu', 'Alicia Djohar', 'Babe Cabita', 'Asri Welas', 'Ananta Rispo']",89,17,0.741014979,0.152408377,-0.11928217,-0.691201093,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
168,Si Doel the Movie,https://m.media-amazon.com/images/M/MV5BZmM2MDYwNGYtZTA3OS00YWI3LTkxZGQtOTUyMGJmZWQxOGU4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.,Drama,13+,7.1,370,Indonesian,Rano Karno,"['Rano Karno', 'Maudy Koesnaedi', 'Cornelia Agatha', 'Suti Karno', 'Salman Alfarizi', 'Rey Bong', 'Aminah Cendrakasih', 'Adam Jagwani', 'Mandra', 'Ahmad Zulhoir Mardia', 'Danu Rendra', 'Celeste Reuvekamp', 'Jacintha Reuvekamp', 'Radboud Reuvekamp', 'Reinier Reuvekamp']",85,13,-0.064632138,0.524406965,-0.095559203,-0.965126258,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
169,Silam,https://m.media-amazon.com/images/M/MV5BYjAwYjkwYjgtN2VmMi00Y2JhLWI5NzgtMGY1ZTY5ZmVhMmM0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"As a result of mistreatment at home and school, Baskara desperately fled to Uncle Anton's house, his father's twin brother who was married to Aunt Ami and had two twin daughters. But spirits began to terrorize him.",Horror,17+,5.3,33,Indonesian,Jose Poernomo,"['Zidane Khalid', 'Surya Saputra', 'Wulan Guritno', 'Nova Eliza', 'Anna Tairas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80,17,0.741014979,-0.814787952,-0.120464623,-1.307532714,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
170,Skull,https://m.media-amazon.com/images/M/MV5BZjkyZTYyNTQtY2ZhMC00N2EzLWI0NjctZWE4OGVlYjBhOWU2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,If we found a 1-mile long humanoid skeleton. Would we like to know more?,Action,17+,6.4,111,Indonesian,Yusron Fuadi,"['Eka Nusa Pertiwi', 'Guh S Mana', 'Yusron Fuadi', 'Rukman Rosadi', 'Kedung Darma R.', 'Heru Sambawa', 'Muhammad Abe Baasyin', 'Haydar Salishz', 'Ridho Ilahi', 'Wikan Sakarinto', 'Eddy O.S. Hiariej', 'Febry Artofart', 'Wisnu Yudha', 'Ricardus Aditya', nan]",107,17,0.741014979,0.003608942,-0.114700164,0.54146215,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
171,Something in Between,https://m.media-amazon.com/images/M/MV5BZDhmZDRjOTktMGIxYS00ZjY5LThkMzAtODAyZjExNjc5MThjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Gema, a high school teenager, falls in love with Maya, and tries to make every effort to conquer his heart. However, their love must be tested with the challenge of reaching a dream and also the presence of a third person.",Drama,13+,8.2,92,Indonesian,Asep Kusdinar,"['Jefri Nichol', 'Amanda Rawles', 'Naufal Samudra Weichert', 'Junior Liem', 'Febby Rastanty', 'Slamet Rahardjo', 'Surya Saputra', 'Amara', 'Rizky Hanggono', 'Djenar Maesa Ayu', 'Yayu A.W. Unru', 'Dolly Martin', 'Denira Wiraguna', 'Sherly Margareta', 'Teddy Yudhistira']",100,13,-0.064632138,1.342803858,-0.116104327,0.062093111,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
172,"Sultan Agung: Tahta, Perjuangan, Cinta",https://m.media-amazon.com/images/M/MV5BNTZiZGNhZGMtODYxZC00ZTUyLWI4MjEtMWRmZTNkNTk4MjM5XkEyXkFqcGc@._V1_QL75_UX291_.jpg,2018,"The story about Sultan Agung of Mataram, how he ascended the throne and had to face VOC in great wars, the events that caused his people's misery.",Action,13+,6.9,140,Indonesian,Hanung Bramantyo,"['Ario Bayu', 'Marthino Lio', 'Adinia Wirasti', 'Putri Marino', 'Anindya Putri', 'Christine Hakim', 'Meriam Bellina', 'Deddy Sutomo', 'Lukman Sardi', 'T. Rifnu Wikana', 'Asmara Abigail', 'Rukman Rosadi', 'Kgph Pa Tedjo Wulan', 'Hans de Kraker', 'Herman Bennink']",148,13,-0.064632138,0.37560753,-0.112556968,3.349195091,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
173,Suzzanna: Bernapas dalam Kubur,https://m.media-amazon.com/images/M/MV5BNTY5OTMxN2YtY2E4OS00NjZmLTkxNmYtY2MwMWQwZWRlZWQ3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",Comedy,17+,5.6,736,Indonesian,Rocky Soraya,"['Luna Maya', 'Herjunot Ali', 'T. Rifnu Wikana', 'Verdi Solaiman', 'Kiki Narendra', 'Alex Abbad', 'Asri Welas', 'Opie Kumis', 'Ence Bagus', 'Norman R. Akyuwen', 'Clift Sangra', nan, nan, nan, nan]",125,17,0.741014979,-0.591588799,-0.068510587,1.774125393,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
174,Target,https://m.media-amazon.com/images/M/MV5BNTNkMjE5OGYtZTkyZi00MzFjLWE4NjMtOTBhODdkMzc4NmE1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,Nine people are forced to play a lethal game in which only one of them can survive after they become trapped in an empty building.,Comedy,13+,4,359,Indonesian,Raditya Dika,"['Raditya Dika', 'Cinta Laura Kiehl', 'Samuel Rizal', 'Abdur Arsyad', 'Hifdzi Khoir', 'Ria Ricis', 'Anggika Bolsterli', nan, nan, nan, nan, nan, nan, nan, nan]",93,13,-0.064632138,-1.781984281,-0.09637214,-0.417275928,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
175,The Returning,https://m.media-amazon.com/images/M/MV5BNTAxZTY1N2ItNTlhMy00NDhjLTg5MTYtMGFhY2MxNjA3NjQ5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"A grieving widow finds her husband inexplicably returned from accident, but mysterious creature starts appearing in the family after the father comes home.",Horror,13+,6,18,Indonesian,Witra Asliga,"['Ario Bayu', 'Laura Basuki', 'Tissa Biani Azzahra', 'Muzakki Ramdhan', 'Bryant Santoso', 'Bryan Domani', 'Fahria Yasmin', 'Dayu Wijanto', 'Paul Agusta', 'Peter Taslim', 'Otig Pakis', 'Daniel Irawan', nan, nan, nan]",88,13,-0.064632138,-0.293989929,-0.121573173,-0.759682384,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
176,Tusuk Jelangkung di Lubang Buaya,https://m.media-amazon.com/images/M/MV5BMzQzYjI2ZjUtMWQ1My00MDY2LWFmY2UtMWQzZDg5ZDc3OTFhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,"Taman Lubang Buaya, famous for its creepiness, has been chosen to be the next vlogging location. Out of the plan, Sisi disappeared after ""calling"" an evil spirit for being famous on social media. Can Sisi finally escape?",Horror,13+,2.4,18,Indonesian,Erwin Arnada,"['Nina Kozok', 'Anya Geraldine', 'Rayn Wijaya', 'Ira Rai', 'Slamet Ambari', 'Bima Azriel', nan, nan, nan, nan, nan, nan, nan, nan, nan]",82,13,-0.064632138,-2.972379762,-0.121573173,-1.170570132,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
177,Udah Putusin Aja!,https://m.media-amazon.com/images/M/MV5BNjYzODk3MmMtZDVlOC00MjM2LTllZmYtNmYxNjEyN2VkNjQyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2018,A moslem girl is caught being pregnant.,Drama,13+,7.3,11,Indonesian,Rolly Subhandani,"['Rizky Mocil', 'Rana Audi Marissa', 'Billy Davidson', 'Elyzia Mulachela', 'Fita Anggriani Ilham', 'Argo Aa Jimmy', 'Aty Fathiyah', 'Arie K. Untung', 'Stuart Collin', 'Febry Raihan', 'Ada Band', nan, nan, nan, nan]",88,13,-0.064632138,0.6732064,-0.122090496,-0.759682384,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
178,Wiro Sableng 212,https://m.media-amazon.com/images/M/MV5BN2U4MzhhNjgtZTRjZC00MGE4LTkxNzQtYzhmN2FiMjRhM2M3XkEyXkFqcGc@._V1_QL75_UX225_.jpg,2018,"Indonesia, the 16th century, Wiro Sableng, a disciple from a mysterious Warrior named Sinto Gendeng, got a mission from his Master to take down Mahesa Birawa, her former disciple who betrayed her.",Action,13+,7.2,1327,Indonesian,Angga Dwimas Sasongko,"['Vino G. Bastian', 'Yayan Ruhian', 'Fariz Alfarazi', 'Ruth Marini', 'Marsha Timothy', 'Sherina Munaf', 'Marcella Zalianty', 'T. Rifnu Wikana', 'Yusuf Mahardika', 'Aghniny Haque', 'Lukman Sardi', 'Dwi Sasono', 'Happy Salma', 'Marcell Siahaan', 'Restu Triandy']",123,13,-0.064632138,0.598806682,-0.024833723,1.63716281,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
179,12:06 Rumah Kucing,https://m.media-amazon.com/images/M/MV5BNGEwY2NkOTgtMjEyMi00ZTQ2LWJkNWQtNjk5NTUxNjJjY2I0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,"Many strange and frightening events experienced by Randy's (Adi Nugroho) family with Rosa (Masayu Anastasia), since her split warehouse floor at her home just past midnight at 12:06 ...",Horror,13+,3.5,17,Indonesian,Chiska Doppert,"['Masayu Anastasia', 'Endy Arfian', 'Christian Loho', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",78,13,-0.064632138,-2.153982869,-0.121647076,-1.444495297,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
180,Baracas: Barisan Anti Cinta Asmara,https://m.media-amazon.com/images/M/MV5BYTNlZmIzNGEtYWRhMC00YmU2LWE3NDItNmE0YjRjZjNmMmQxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,Bandung is frightened because of the youth who left his family to join Baracas. Baracas is a place where men are disillusioned by women formed by Agus (Ringgo Agus Rahman).,Comedy,13+,6.3,15,Indonesian,Pidi Baiq,"['Ajun Perwira', 'Ringgo Agus Rahman', 'Budi Doremi', 'Tika Bravani', 'Stella Cornelia', 'Cut Mini Theo', 'Daan Aria', 'Rully K. Ginting', 'Iang Darmawan', 'Nena Rosier', 'Resti Wulandari', 'Edi Brokoli', 'Fico Fachriza', nan, nan]",92,13,-0.064632138,-0.070790776,-0.121794883,-0.485757219,-0.313625024,-0.260248119,-0.061199006,-0.175411604,1.990719207,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
181,Beyond Skyline,https://m.media-amazon.com/images/M/MV5BOTgwNzA0ZjEtNzkzMi00ZTFlLWI5NDgtMTM1MzM3ZTc4MTIyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,Action,R,5.3,17778,English,Liam O'Donnell,"['Frank Grillo', 'Bojana Novakovic', 'Jonny Weston', 'Callan Mulvey', 'Antonio Fargas', 'Pamelyn Chee', 'Yayan Ruhian', 'Jacob Vargas', 'Iko Uwais', 'Lindsey Morgan', 'Samantha Jean', 'Betty Gabriel', 'Noel Gugliemi', ""Kevin O'Donnell"", 'Zarah Mahler']",106,13,-0.064632138,-0.814787952,1.19094985,0.472980859,3.188521078,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,5.700877125,-5.07937004,-0.061199006,
182,Danur: I Can See Ghosts,https://m.media-amazon.com/images/M/MV5BOWMzMzAyODktYmEzNy00MDMwLTgwYWMtZjk4OGEyZTE5YmI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,This movie follows the story of a girl who befriends with 3 ghosts.,Horror,13+,5.4,623,Indonesian,Awi Suryadi,"['Prilly Latuconsina', 'Sandrinna Michelle', 'Shareefa Daanish', 'Asha Kenyeri Bermudez', 'Indra Brotolaras', 'Kinaryosih', 'Ingrid Widjanarko', 'Wesley Andrew', 'Kevin Bzezovski', 'Gamaharitz', 'Emiliano Fernando Cortizo', 'Deny Danu Prasetia', 'Fuad Idris', 'Aline Adita', 'José Rizal Manua']",74,13,-0.064632138,-0.740388234,-0.076861662,-1.718420462,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,1.732050808,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
183,Dear Nathan,https://m.media-amazon.com/images/M/MV5BZDUwM2Q5ZTktZTU2OC00MWQyLWI2OWUtOWI4MGYyNzA3N2ZlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,"When Nathan (Jefri Nichol) seriously starts to change for Salma (Amanda Rawles), Nathan's past love comes to ask for Nathan's love back.",Drama,13+,7,357,Indonesian,Indra Gunawan,"['Amanda Rawles', 'Jefri Nichol', 'Surya Saputra', 'Rayn Wijaya', 'Diandra Agatha', 'Beby Tsabina', 'Chicco Kurniawan', 'Faiz Fadhil', 'Kevin Ardilova', 'Karina Suwandhi', 'Ayu Dyah Pasha', 'Raquel Katie Larkin', 'Karlina Inawati', 'Sri Hartini', 'Johan Sebastian']",99,13,-0.064632138,0.450007247,-0.096519946,-0.00638818,-0.313625024,-0.260248119,-0.061199006,-0.175411604,-0.502331015,-0.106399035,1.394652267,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
184,Filosofi Kopi 2: Ben & Jody,https://m.media-amazon.com/images/M/MV5BMzZiMGQ5MWQtZGZjZC00OGRjLTg4ZjgtZDczM2ZlMDAyZDYxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,2017,"Two years after Ben & Jody decided to sell their store and travel around Indonesia to distribute the ""best coffee"", the adventures of Ben & Jody with Kombi Coffee Philosophy hit a dead end.",Adventure,13+,7.3,321,Indonesian,Angga Dwimas Sasongko,"['Rio Dewanto', 'Chicco Jerikho', 'Luna Maya', 'Nadine Alexandra', 'Ernest Prakasa', 'Westny Dj', 'Aufa Assagaf', 'Muhammad Aga', 'Melissa Karim', 'Tyo Pakusadewo', 'Otig Pakis', 'Ronny P. Tjandra', 'Dayu Wijanto', 'John Premix', 'Whani Darmawan']",108,13,-0.064632138,0.6732064,-0.099180466,0.609943441,-0.313625024,3.84248694,-0.061199006,-0.175411604,-0.502331015,-0.106399035,-0.717024612,-0.061199006,-0.577350269,-0.061199006,-0.061199006,-0.061199006,-0.175411604,0.196874808,-0.061199006,
